ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
7577;"Детский сад №68 ""Ёлочка"" Дмитров";;8-496-229-56-25;dou68-elochka@mail.ru;https://dmdou68.edumsko.ru/;53;523;Автополигон, 12А;;;Илья Грачев;;Яна Козлова;08.10.2020 10:45;28.10.2020 11:14
7584;Детский сад №72 Росинка Дмитровский р-н, п.Горшково;;84962226298;ds72rosinka@mail.ru;https://dmdou72.edumsko.ru/;53;523;поселок Горшково;;;Анна Гладкая;;Яна Козлова;08.10.2020 11:04;26.10.2020 13:51
2798;"Детский сад ДО № 1 ""Росток"" Школа № Курчатовская школа";Школа № Курчатовская школа;;;;78;510;ул. Маршала Соколовского, д. 8;6;118;Анна Гладкая;"Кочкина Ирина Викторовна - ведёт 2(два) корпуса - ""Василёк"" и ""Росток""";Маргарита Палина;21.11.2017 9:57;08.10.2020 11:58
4161;Детский сад ДО № 1 Школа № 1290;Школа № 1290;;;http://gym1290.mskobr.ru/;78;510;Первомайская улица, дом 17А;12;20;Надежда Чихунова;;Настя Пшеничная;08.06.2018 15:36;06.07.2020 13:21
2173;"Детский сад ДО № 3 ""Незабудка"" Школа № Курчатовская школа";Школа № Курчатовская школа;;;;78;510;Расплетина д.34;6;118;Анна Гладкая;"Ивочкина Мария Владимировна - ведёт 2(два) корпуса ""Одуванчик"" и ""Незабудка""";Лейсан Ишмухаметова;12.12.2016 16:19;15.10.2020 16:35
4642;Детский сад ДО № 3 Центр образования № на проспекте Вернадского;Центр образования № на проспекте Вернадского;;;;78;510;город Москва, Ленинский проспект, дом 156, корпус 1;11;106;Надежда Чихунова;интерес есть всегда, ОА контактная, сменился директор;Нина Галаева;21.06.2018 12:30;30.07.2019 10:05
2941;Детский Сад До № 9 Школа № 1474;Школа № 1474;;;;78;510;Зеленоградская 23 к 2;8;110;Илья Грачев;;Ольга Морозова;21.12.2017 17:17;28.10.2020 12:03
2644;Детский сад ДО №3 Школа № 444;Школа № 444;;;;78;510;город Москва, 6-я Парковая улица, дом 25;12;90;Илья Грачев;заведующая уволилась, пока нет человека отвечающего за съемку, попросили пер-ть на след.неделе , и предупредили, что директор запретил, все выясню на следующей неделе.  ;Ирина Севостьянова;07.09.2017 13:59;27.10.2020 12:51
4889;Детский сад ДО Академия детства Школа № 1272;Школа № 1272;;;;78;510;город Москва, улица Трофимова, дом 4, корпус 3;1;26;Stager Prodaji;;Нина Галаева;25.06.2018 18:35;19.02.2020 9:59
4890;Детский сад ДО Алые паруса-2 Школа № 1272;Школа № 1272;;;;78;510;город Москва, улица Мастеркова, дом 1;1;26;Stager Prodaji;;Нина Галаева;25.06.2018 18:39;19.02.2020 9:59
4029;Детский сад ДО Зеленоград, корпус 1813 Школа № 1912;Школа № 1912;;;;78;510;город Москва, город Зеленоград, корпус 1813;;;Марианна Вишнякова;2 корпуса, 813 и 814;Нина Галаева;13.05.2018 15:30;11.09.2020 16:39
4030;Детский сад ДО Зеленоград, корпус 1814 Школа № 1912;Школа № 1912;;;;78;510;город Москва, город Зеленоград, корпус 1814;;;Марианна Вишнякова;Ведет 813 и 814 сад;Нина Галаева;13.05.2018 15:35;11.09.2020 16:39
3009;Детский сад ДО Классики Школа № 1306;Школа № 1306;;;;78;510;Мичуринский проспект, дом 15, корпус 3;11;83;Илья Грачев;;Маргарита Палина;22.12.2017 16:15;28.10.2020 10:33
4750;Детский сад ДО на Стромынке (Второе здание) Школа № 1530 Ломоносова;Школа № 1530 Ломоносова;;;https://gym1530.mskobr.ru/info_edu/structure_and_controls;78;510;Попов проезд, дом 4, корпус 1;12;97;Надежда Чихунова;Конышева, 2 сада+Стромынка;Нина Галаева;22.06.2018 12:58;07.01.2020 23:11
4891;Детский сад ДО Непоседы-2 Школа № 1272;Школа № 1272;;;;78;510;город Москва, улица Трофимова, дом 5;1;26;Stager Prodaji;;Нина Галаева;25.06.2018 18:41;19.02.2020 9:59
4749;Детский сад ДО Стромынка (Первое здание) Школа № 1530 Ломоносова;Школа № 1530 Ломоносова;;;https://gym1530.mskobr.ru/info_edu/structure_and_controls;78;510;Стромынка, дом 5;12;97;Надежда Чихунова;;Нина Галаева;22.06.2018 12:51;07.01.2020 23:10
4635;Детский сад ДО Ясный проезд 6А Школа № 285;Школа № 285;8 (910) 413 5650;shatverjan@sch285.ru;http://schsv285.mskobr.ru/;78;510;Ясный проезд, дом 6А;7;120;Анастасия Балакина;19.09 находилась не в России просила перезвонить в понедельник 24.09;Настя Пшеничная;21.06.2018 12:08;03.09.2020 20:14
4633;Детский сад ДО Ясный проезд 7А Школа № 285;Школа № 285;8 (499) 473 1661;mosejkina@sch285.ru;http://schsv285.mskobr.ru/;78;510;Ясный проезд, дом 7А;7;120;Анастасия Балакина;14.09 НЕ БЕРЕТ ТРУБКУ;Настя Пшеничная;21.06.2018 12:05;03.09.2020 20:14
2677;Детский сад Дошкольная группа по адресу Байкальская ул. 46а Школа № 1352;Школа № 1352;;;;78;510;Байкальская ул. 46а;12;25;Надежда Дашиева;Планирование встреч с Вышестоящей организацией;Ирина Севостьянова;25.09.2017 9:50;21.11.2019 10:15
3360;Детский сад Здание 3/9 Школа № 1101;Школа № 1101;;;https://sch1101uz.mskobr.ru/info_edu/structure_and_controls/;78;510;ул. Академика Виноградова, 5, стр. 1;2;104;Анна Гладкая;проблемный сад. Надежда Георгиевна не хочет связываться с родителями.;Максим Гаряев;13.03.2018 15:52;04.07.2020 16:13
5628;Детский сад Здание № 10 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, Есенинский бульвар, дом 1/26, корпус 3;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:51;10.10.2019 12:41
5630;Детский сад Здание № 11 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Фёдора Полетаева, дом 36, корпус 3;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:56;10.10.2019 12:43
5629;Детский сад Здание № 12 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Академика Скрябина, дом 28, корпус 3;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:53;10.10.2019 12:42
5631;Детский сад Здание № 18 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Маршала Чуйкова, дом 11, корпус 4;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:59;10.10.2019 12:44
5632;Детский сад Здание № 20 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Васильцовский Стан, дом 3, корпус 2;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 17:02;10.10.2019 12:47
5633;Детский сад Здание № 21 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, Васильцовский переулок, дом 4;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 17:04;10.10.2019 12:48
5634;Детский сад Здание № 22 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, Волжский Бульвар квартал 95, корпус 4;3;44;Надежда Дашиева;;Нина Галаева;23.07.2019 17:07;10.10.2019 12:49
5625;Детский сад Здание № 3 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, Жигулёвская улица, дом 3, корпус 2;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:28;10.10.2019 12:38
5626;Детский сад Здание № 6 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Фёдора Полетаева, дом 6, корпус 2;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:30;10.10.2019 12:39
4594;Детский сад Здание № 7 Школа № 508;Школа № 508;;;;78;510;Загорьевская ул., д. 27, корп.2;1;11;Надежда Дашиева;раньше был прикреплен к школе 508, теперь отдельно;Нина Галаева;20.06.2018 15:32;22.11.2019 12:57
5627;Детский сад Здание № 7 Школа имени Маршала В.И. Чуйкова;Школа имени Маршала В.И. Чуйкова;;;;78;510;город Москва, улица Фёдора Полетаева, дом 6, корпус 3;3;44;Надежда Дашиева;https://schuv.mskobr.ru/info_edu/structure_and_controls;Нина Галаева;23.07.2019 16:32;10.10.2019 12:41
4778;Детский сад Корпус № 10 Школа № 1208;Школа № 1208;;;;78;510;город Москва, Васильцовский переулок, дом 1;3;85;Илья Грачев;осень 2018;Нина Галаева;22.06.2018 15:19;28.10.2020 11:53
4170;Детский сад Корпус № 7 (56Б) Школа № 1370;Школа № 1370;;;http://sch1370sv.mskobr.ru/;78;510;Алтуфьевское шоссе, дом 56Б;7;3;Анастасия Балакина;;Настя Пшеничная;09.06.2018 13:56;03.09.2020 20:17
3093;Детский сад Корпус № 8 Школа № 170;Школа № 170;;;;78;510;Профсоюзная улица дом 98 Б;2;37;Надежда Дашиева;;Елена Боброва;26.12.2017 13:54;13.09.2019 11:08
4171;Детский сад Корпус № 8 (64Б) Школа № 1370;Школа № 1370;;;http://sch1370sv.mskobr.ru/;78;510;Алтуфьевское шоссе, дом 64Б;7;3;Анастасия Балакина;;Настя Пшеничная;09.06.2018 14:00;03.09.2020 20:17
4631;Детский сад Корпус № 8 Школа №1080;;;;;78;510;город Москва, Ивантеевская улица, дом 32Б;12;13;Надежда Чихунова;2 сада, новая завед, у нее Открытое шоссе;Нина Галаева;21.06.2018 12:02;28.10.2020 11:06
4168;Детский сад Корпус №5 (8А) Школа № 1370;Школа № 1370;;;http://sch1370sv.mskobr.ru/;78;510;Костромская улица, дом 8А;7;3;Анастасия Балакина;;Настя Пшеничная;09.06.2018 13:50;03.09.2020 20:17
6196;Детский сад Ленинский проспект 90А Школа № 1708;Школа № 1708;+7(499)138-03-33;o.v.90ab@yandex.ru;;78;510;Ленинский проспект, дом 90А;2;23;Анна Гладкая;;Анна Гладкая;25.11.2019 12:19;07.08.2020 15:55
4834;Детский сад Ленинский проспект 90Б Школа № 1708;Школа № 1708;+7(499)138-03-33;o.v.90ab@yandex.ru;;78;510;Ленинский проспект, дом 90Б;2;23;Анна Гладкая;;Настя Пшеничная;25.06.2018 14:25;02.10.2020 11:07
5537;Детский сад на Тихвинском 16 стр.1 (Корпус 2) Школа № 1501;Школа № 1501;;;;78;510;Тихвинский переулок 16 стр1;4;102;Илья Грачев;;Валерия CITs;28.03.2019 12:20;28.10.2020 11:39
4110;Детский сад ОП № 1 Внуково Школа № 1788;Школа № 1788;;;;78;510;микрорайон Солнцево-Парк, улица Летчика Грицевца, 5к1;9;;Надежда Чихунова;Филимонова Наталья 1 сад;Ильдар Мулюков;14.05.2018 23:37;22.04.2020 12:51
4116;Детский сад ОП № 11 Внуково Школа № 1788;Школа № 1788;;;;78;510;поселение Внуковское, улица Анны Ахматовой, дом 16А;9;;Надежда Чихунова;01.06 сначала договор со школой потом все остальное;Ильдар Мулюков;14.05.2018 23:55;30.09.2019 22:38
5496;Детский сад ОП № 12 Внуково Школа № 1788;Школа № 1788;;;;78;510;Ул. Анны Ахматовой, д. 20а;11;98;Надежда Чихунова;Радмила 8(916)365-34-07;Владислав Хаханов;08.11.2018 9:31;30.09.2019 23:17
4112;Детский сад ОП № 3 Внуково Школа № 1788;Школа № 1788;;;;78;510;поселение Внуковское, улица Анны Ахматовой, дом 2, корпус 1;9;;Надежда Чихунова;по съемкам Роза Павловна, уточнить ее тел;Ильдар Мулюков;14.05.2018 23:43;30.09.2019 21:46
4113;Детский сад ОП № 6 Внуково Школа № 1788;Школа № 1788;;;;78;510;поселок Минвнешторга, улица Ленина 2а;9;;Надежда Чихунова;Татьяна Николаевна 1 сад, уточнить номер дома!!;Ильдар Мулюков;14.05.2018 23:50;22.04.2020 12:45
4114;Детский сад ОП № 8 Внуково Школа № 1788;Школа № 1788;;;;78;510;улица Авиаконструктора Петлякова, 23;9;;Надежда Чихунова;Бояринова 2 сада, встречаемся с ней по др адресу;Ильдар Мулюков;14.05.2018 23:51;30.09.2019 21:59
4115;Детский сад ОП № 9 Внуково Школа № 1788;Школа № 1788;;;;78;510;поселение Внуковское, улица Бориса Пастернака, дом 27А;9;;Надежда Чихунова;Рыбакова Наталья Николаевна  2 сада ОП №11 и ОП № 9 площадки, встречаемся с ней по др адресу;Ильдар Мулюков;14.05.2018 23:54;30.09.2019 22:02
4860;Детский сад отделение 2553 Школа № 922;Школа № 922;+7(495)300-44-81;snytnikovasa@s922.ru;;78;510;Федеративный просп., дом 56;12;34;Марианна Вишнякова;;Настя Пшеничная;25.06.2018 16:33;14.09.2020 10:47
7308;Детский сад при ГБОУ ОШ № 220 Калининского района Санкт-Петербурга;;;;;79;787;Бестужевская ул., д. 3, корп. 4;;;Анна Гладкая;;Анна Гладкая;17.04.2020 15:34;17.04.2020 15:34
1827;Детский сад Рыжик Школа № 1360;Школа № 1360;;;;78;510;бульвар маршала Рокоссовского, дом 6, корпус 1;12;13;Надежда Чихунова;на москобр КЛ Харитонович Светлана Николаевна;Лейсан Ишмухаметова;04.10.2016 17:37;17.03.2020 11:15
5535;Детский сад Смешарики Школа № 1360;Школа № 1360;;;;78;510;1-я Мясниковская улица, дом 8/10;12;13;Надежда Чихунова;Компания добавлена 27.03.2019;Ильдар Мулюков;27.03.2019 23:41;15.08.2019 17:08
5503;"Детский сад Студия ""Эврика"" Школа № 491 Марьино";Школа № 491 Марьино;;;;78;510;Новочеркасский бульвар, дом 17;3;55;Марианна Вишнякова;При школе.;Ильдар Мулюков;18.11.2018 17:51;11.09.2020 16:37
4626;Детский сад УК 7 Школа № 2026;Школа № 2026;;;;78;510;город Москва, Лухмановская улица, дом 13Г;12;39;Анна Гладкая;нд у Жанны 2 сада;Нина Галаева;21.06.2018 11:34;18.05.2020 12:25
5534;Детский сад Улыбка Школа № 1360;Школа № 1360;926 059 90 41;maria_burko78@mail.ru;;78;510;Краснобогатырская улица, дом 25А;12;13;Надежда Чихунова;Компания добавлена 27.03.2019;Ильдар Мулюков;27.03.2019 23:38;30.06.2020 12:49
4842;Детский сад Умка Школа № 1360;Школа № 1360;;;;78;510;город Москва, Краснобогатырская улица, дом 23А;12;13;Надежда Чихунова;29.08.18 свой фотограф, которого очень любят и ценят. Женщина веселая, можно будет позже созвонится.;Нина Галаева;25.06.2018 14:47;02.09.2020 18:04
5492;"Детский сад Учебный Корпус ""Никольский"" Школа в Капотне";Школа в Капотне;;;;78;510;2-й квартал Капотня, дом 17, строение 2;3;36;Надежда Чихунова;Никольский плюс Воздвиженский вроде как);Ильдар Мулюков;01.11.2018 9:43;12.08.2020 12:07
2800;Детский сад Учебный Корпус Воздвиженский Школа в Капотне;Школа в Капотне;;;;78;510;Москва, квартал 2-й Капотня, дом 17, строение 1;3;36;Надежда Чихунова;http://kapotnya.mskobr.ru/info_edu/staff;Лола Исмаилова;21.11.2017 20:35;11.08.2020 16:13
4636;Детский сад Ясный проезд 10-1 Школа № 285;Школа № 285;8 (905) 547 6275;meshkovayaov@sch285.ru;http://schsv285.mskobr.ru/;78;510;Ясный проезд, дом 10, корпус 1;7;120;Анастасия Балакина;4,10 котегарично нет, и не верит что можно договорится со школой.;Настя Пшеничная;21.06.2018 12:10;03.09.2020 20:14
6281;"Детский сад ""Mary Club""";;+7 (495) 125-00-90;;;78;510;г. Москва, поселок Коммунарка, улица Сосенский Стан, 13;;;Илья Грачев;26.10.20 КЛ Елена Анатольевна 8 985 648 68 04;Данил Фёдоров;30.01.2020 14:51;28.10.2020 11:38
7766;"Детский сад ""Андрюшка""";;;;;53;;г. Раменское, ул. Крымская, д. 5;;;Анна Гладкая;;Анна Гладкая;20.10.2020 17:48;20.10.2020 17:48
6862;"Детский сад ""Березка"" Центрального р-на";;-1353;douberezka.centr@obr.gov.spb.ru, berezka@dou-center.spb.ru;https://s21908.nubex.ru/contact/;79;787;Санкт-Петербург, поселок Ушково, улица Пляжевая, дом 14;;;Мария Сахарнова;;Мария Сахарнова;15.04.2020 18:51;15.04.2020 18:51
6267;"Детский сад ""Веселое Солнышко""";;+7 (926) 130-38-39;;veseloesolnyshko.ru;53;540;Путилково, Путилковское шоссе, 4 к1;;;Владислав Хаханов;Новый сад;Данил Фёдоров;27.01.2020 17:32;15.10.2020 11:20
6329;"Детский сад ""Вместе с мамой""";;+79253779451, +7 (498) 7055192;;;53;;​Лихачёвское шоссе, 20 к4 Долгопрудный, Московская область, 141702;;;Анастасия Балакина;Новый клиент;Данил Фёдоров;27.02.2020 15:27;16.10.2020 13:56
6248;"Детский сад ""Гениаполис""";;+7 (495) 783-00-07;;;78;510;Москва, Ярцевская улица, 6к2;11;45;Илья Грачев;;Данил Фёдоров;15.01.2020 16:04;28.10.2020 11:38
6327;"Детский сад ""Городок""";;79257884425;;;53;540;Московская область, г. Красногорск, Павшинская пойма м-н, ​Павшинский бульвар, 38;;;Илья Грачев;Новый сад;Данил Фёдоров;21.02.2020 16:27;28.10.2020 11:37
6320;"Детский сад ""Забота""";;79685419640;;zabotasad.ru;78;510;Москва, Рождественская 33 (Некрасовка);;;Анастасия Балакина;Новый клиент;Данил Фёдоров;19.02.2020 15:38;24.10.2020 23:19
1046;"Детский сад ""Звездочка"" Кластер 3 Здание ""Звездочка"" Школа № 504";Школа № 504;;;;78;510;Варшавское шоссе, 160, корпус 4.;1;117;Stager Prodaji;;Вадим Щенков;24.08.2016 20:56;19.02.2020 9:51
6318;"Детский сад ""Золотая зайка""";;+79264092779, +7 (495) 2273774;;g-bunny.ru;53;575;Московская область, г. Химки, Клязьма-Старбеево м-н, ​Ивакино квартал, 501;;;Илья Грачев;Новый клиент;Данил Фёдоров;19.02.2020 14:38;28.10.2020 11:37
6131;"Детский сад ""Золотой ключик"" ДО ""Золотой Ключик"" Школа № 2110";Школа № 2110;;;https://maryno.mskobr.ru/info_edu/staff;78;510;;3;55;Надежда Дашиева;;Надежда Дашиева;01.11.2019 13:50;01.11.2019 13:50
1268;"Детский сад ""Ивушка"" Дошкольная ступень ""Ивушка"" Митино Школа № 1900";Школа № 1900;;;;78;510;Митинская, д.15, корп. 1;6;59;Надежда Чихунова;Надежда Щегловаведет 2 сада Ивушка и Улыбка;Вадим Щенков;24.08.2016 20:56;15.10.2020 18:58
6301;"Детский сад ""Интерграл""";;+7 (495) 1160053, +7 916 769 1903 Марина Васильевна;;;53;575;Московская область, г. Химки, мкр Новогорск, ул. ​Олимпийская, 15;;;Илья Грачев;Академия с детским садом на 40+ детей.;Данил Фёдоров;07.02.2020 12:02;28.10.2020 11:38
6265;"Детский сад ""Карапузики""";;+7 (999) 859-46-35;;;78;510;Москва, Перовская, 66 к7;12;68;Анна Гладкая;Новый сад;Данил Фёдоров;27.01.2020 16:02;02.10.2020 11:03
7500;"Детский сад ""Конфетти"" Романовская школа";;;;;78;510;Мукомольный проезд 2;4;;Анна Гладкая;сад находится на стилобате. Нужно подняться на крышу во внутренний двор.;Анна Гладкая;07.10.2020 14:39;07.10.2020 14:44
7421;"Детский сад ""Ласточка"" Корпус № 1";;;;https://lastochka141.ru/;53;550;Московская область, г.Люберцы, Октябрьский проспект д.141;;;Анна Гладкая;;Анна Гладкая;25.09.2020 12:39;25.09.2020 12:40
7306;"Детский Сад ""Лесное"" Фрунзенский район";;+7(81372)22736;lesnoeluga@yandex.ru;dslesnoeobr.ucoz.ru;79;787;"188289, Ленинградская область, Лужский район, город Луга, поселок Пансионат Зеленый Бор, д/сад""лесное""";;;Анастасия Балакина;;Данил Фёдоров;17.04.2020 15:33;03.09.2020 10:05
5613;"Детский сад ""Либери"" Химки";;7 (929)5235433;;;53;;Лесная ул., 111, микрорайон Золотые Купола, д. Голиково Сходня;;;Анастасия Балакина;Дарья руководитель или админимтратор(не знаю имени);Надежда Чихунова;27.06.2019 18:26;09.10.2020 10:14
6321;"Детский сад ""Любава""";;79160441313;;;53;555;Московская область, Одинцовский р-н, рп. Новоивановское, Агрохимиков, 15 к А;;;Илья Грачев;Новый клиент;Данил Фёдоров;20.02.2020 15:25;28.10.2020 11:37
6286;"Детский сад ""Малышок""";;+7 (903) 748-57-17, +7 (495) 534-96-53, +7 (495) 534-85-05;;www.malishok95.ru;53;;Московская область, рп. Заречье, Тихая, 1 ст49;;;Илья Грачев;Новый сад;Данил Фёдоров;31.01.2020 13:51;28.10.2020 11:38
6302;"Детский сад ""Москвичата""";;+7 (495) 9206550;;moskvichata.ru;53;575;Химки, ул. Молодежная 63. к 3;;;Илья Грачев;Сеть садов в г. Химки;Данил Фёдоров;07.02.2020 14:13;28.10.2020 11:38
7391;"Детский сад ""Одуванчик"" ЗАТО Восход";;;;;53;;Московская область, Истринский район, п. Восход, -, д.13;;;Анна Гладкая;закрытая территория;Анна Гладкая;23.05.2020 11:41;24.10.2020 21:08
6323;"Детский сад ""Островок в Эдеме""";;79038907796;;ds-ostrovok.ru;53;;​14-й квартал, 6 д. Гаврилково, Красногорск городской округ, Московская область, 143441;;;Илья Грачев;Новый клиент;Данил Фёдоров;20.02.2020 17:09;28.10.2020 11:37
4650;"Детский сад ""Первоцвет"" ЦО Кузьминки";ЦО Кузьминки;+7(499)746-96-41;spdo2091@mail.ru;http://sch2091.mskobr.ru/;78;510;Волгоградский проспект, дом 104, корпус 2;3;103;Анастасия Балакина;Наталья Геннадьевна, набрать чуть позже, на встречу, шк разрешает единичные фотосъемки(был хантер);Настя Пшеничная;21.06.2018 12:48;03.09.2020 20:19
4646;"Детский сад ""Планета детства"" ЦО Кузьминки";ЦО Кузьминки;+7(499)176-52-50;spdo2091@mail.ru;http://sch2091.mskobr.ru/;78;510;улица Юных Ленинцев, дом 83, корпус 2;3;103;Анастасия Балакина;;Настя Пшеничная;21.06.2018 12:41;03.09.2020 20:19
6285;"Детский сад ""Пчелка"" Ново-Переделкино";;+7 (929) 976-03-83;;pchelka-detskij-sad.ru;78;510;Москва, Лукинская, 6;11;70;Илья Грачев;номер сан скул 8 (800) 775-60-47;Данил Фёдоров;31.01.2020 12:48;28.10.2020 11:38
1821;"Детский сад ""Радость"" Лукоморье-1 ДО № 1 Школа № 1998";Школа № 1998;84953408370;;;78;510;Борисовские пруды, 10 к.2;1;14;Анна Гладкая;;Владислав Пирогов;04.10.2016 16:15;17.04.2020 13:52
6856;"Детский сад ""Радуга"" Корпус 1 Центрального р-на";;+7(812) 274-49-05, +7(812) 577-13-27;douraduga.centr@obr.gov.spb.ru;http://gdoudskvtsrr.acentr.gov.spb.ru/;79;787;Санкт-Петербург, Конная улица, д. 9,лит/ А.;;;Мария Сахарнова;;Мария Сахарнова;15.04.2020 18:45;15.04.2020 18:45
6858;"Детский сад ""Радуга"" Корпус 2 Центрального р-на";;+7(812) 275-25-68;douraduga.centr@obr.gov.spb.ru;http://gdoudskvtsrr.acentr.gov.spb.ru/;79;787;Санкт-Петербург, Суворовский проспект, дом 37а,лит. А;;;Мария Сахарнова;;Мария Сахарнова;15.04.2020 18:46;15.04.2020 18:46
6859;"Детский сад ""Радуга"" Корпус 3 Центрального р-на";;+7(812) 577-11-49;douraduga.centr@obr.gov.spb.ru;http://gdoudskvtsrr.acentr.gov.spb.ru/;79;787;Санкт-Петербург, Тверская улица, дом 18, литер А, помещение 1Н;;;Мария Сахарнова;;Мария Сахарнова;15.04.2020 18:47;15.04.2020 18:47
6861;"Детский сад ""Радуга"" Корпус 4 Центрального р-на";;+7(812) 275-63-41;douraduga.centr@obr.gov.spb.ru;http://gdoudskvtsrr.acentr.gov.spb.ru/;79;787;Санкт-Петербург, Одесская улица, д. 2,литера А, помещение 4-Н;;;Мария Сахарнова;;Мария Сахарнова;15.04.2020 18:48;15.04.2020 18:48
7245;"Детский сад ""Радуга"" от школы 695 Пушкинский р-н";;;;https://www.sites.google.com/site/detskijsadraduga695/gruppy;79;787;г. Пушкин, ул. Леонтьевская, д. 38 лит. А;;;Полина Туровцева;Заместитель директора по ДО;Татьяна Гаврилова;17.04.2020 14:39;20.08.2020 10:30
957;"Детский сад ""Росток"" Корпус № 9 ""Росток"" Школа № 830";Школа № 830;;;;78;510;Подмосковная улица, 18;6;79;Илья Грачев;;Вадим Щенков;24.08.2016 20:56;28.10.2020 12:28
6277;"Детский сад ""Сами с усами""";;+7 (916) 167-89-89;;;78;510;Москва, Ленинский проспект, 127, 1 этаж 3 подъезд;2;104;Илья Грачев;8 деток;Данил Фёдоров;29.01.2020 15:22;27.10.2020 19:08
8141;"Детский сад ""Светлячок"" Звенигород (филиал)";;;;;53;531;Московская область, город Звенигород, микрорайон Супонево, корпус 12, пом. 1;;;Анастасия Балакина;"Это филиал сада № 8 ""Матрешка"" - https://crm.kreativikfoto.ru/crm/company/show/8140/";Анастасия Балакина;29.10.2020 13:59;29.10.2020 13:59
2434;"Детский сад ""Светлячок"" здание 1 Подольск";;;;;53;560;Московская область, Подольск, микрорайон Кузнечики, Флотский проезд, 5;;;Надежда Чихунова;кл СТВ Юлия Викторовна по поводу съемки и расчета!!!!;Лейсан Ишмухаметова;09.06.2017 11:00;29.10.2020 13:45
2435;"Детский сад ""Светлячок"" здание 2 Подольск";;;;;53;560;Московская область, Подольск, микрорайон Кузнечики, улица Академика Доллежаля, 28;;;Надежда Чихунова;тел здания охрана 8 496 759 13 11 ;Лейсан Ишмухаметова;09.06.2017 11:02;29.10.2020 13:45
2321;"Детский сад ""Селигерская 14/1"" До 1 Школа № 656";Школа № 656;8 495 123 50 18;;;78;510;Селигерская д.14 к 1;8;9;Марианна Вишнякова;;Лейсан Ишмухаметова;15.05.2017 10:58;15.09.2020 7:49
3078;"Детский сад ""Семейные детские сады"" Школа № 14";Школа № 14;;;;78;510;улица Академика Анохина, дом 32;11;106;Илья Грачев;;Маргарита Палина;26.12.2017 11:57;28.10.2020 10:31
3331;"Детский сад ""Семицветик-1"" Котельники";;;Solnishko-detsad@yandex.ru;;53;538;Московская область, Котельники, микрорайон Южный, дом 2;;;Анна Гладкая;второй сад из трех Натальи Вл;Лола Исмаилова;26.01.2018 11:30;24.10.2020 21:25
4095;"Детский сад ""Семицветик-2"" Котельники";;;;https://7chvetik-kotel.edumsko.ru/;53;538;Московская область, Котельники, мкр. Силикат, 34;;;Анна Гладкая;3 корпуса. 29 групп.775 воспитанников.;Настя Пшеничная;14.05.2018 18:36;24.10.2020 21:26
5584;"Детский сад ""Семицветик-3"" Котельники";;;Solnishko-detsad@yandex.ru;;53;538;Московская область, Котельники, микрорайон Южный дом 10;;;Анна Гладкая;;Анна Гладкая;04.06.2019 17:12;24.10.2020 21:26
3330;"Детский сад ""Сказка"" Котельники Котельники";;;skazkabyx@mail.ru;;53;538;Московская область, Котельники, Белая Дача, 24а;;;Надежда Чихунова;Юлия отказалась от встречи, все расписано до конца года, хантер был в февр 2019;Лола Исмаилова;26.01.2018 10:54;24.10.2020 21:25
5672;"Детский сад ""Созвездие"" школа 1514 Детский сад ""Созвездие""";;;;;78;510;улица Академика Челомея, дом 8Б;2;;Владислав Хаханов;Задублирован;Анастасия Гетманова;26.07.2019 15:12;05.03.2020 16:45
